bgc_id	compound	tax_id	strain	species	genus	family	order	class	phylum	clade	superkingdom	species group	section	suborder	subclass	subphylum	subkingdom	kingdom	subgenus	subspecies	species subgroup	subfamily	varietas	serotype	tribe	subtribe
BGC0001031	oocydin A	615		Serratia marcescens	Serratia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0001032	oocydin A	82996		Serratia plymuthica	Serratia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0001033	paenilamicin	697284	Paenibacillus larvae subsp. larvae DSM 25430	Paenibacillus larvae	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria									Paenibacillus larvae subsp. larvae						
BGC0001034	pellasoren	56		Sorangium cellulosum	Sorangium	Polyangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria		Bacteria			Sorangiineae		delta/epsilon subdivisions										
BGC0001035	pneumocandin B0	1116229	Glarea lozoyensis ATCC 20868	Glarea lozoyensis	Glarea	Helotiaceae	Helotiales	Leotiomycetes	Ascomycota	Opisthokonta	Eukaryota					Pezizomycotina	Dikarya	Fungi								
BGC0001036	polyoxypeptin	1414447		Streptomyces sp. MK498-98F14	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0001037	pseurotin	330879	Aspergillus fumigatus Af293	Aspergillus fumigatus	Aspergillus	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Opisthokonta	Eukaryota				Eurotiomycetidae	Pezizomycotina	Dikarya	Fungi	Aspergillus subgen. Fumigati							
BGC0001038	pyralomicin 1a	46182		Nonomuraea spiralis	Nonomuraea	Streptosporangiaceae	Streptosporangiales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0001039	pyridomycin	68260		Streptomyces pyridomyceticus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0001040	rapamycin	1343740	Streptomyces rapamycinicus NRRL 5491	Streptomyces rapamycinicus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces violaceusniger group														
BGC0001041	salinosporamide A	369723	Salinispora tropica CNB-440	Salinispora tropica	Salinispora	Micromonosporaceae	Micromonosporales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0001042	sanglifehrin A	67297		Streptomyces flaveolus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0001043	SGR PTMs	455632	Streptomyces griseus subsp. griseus NBRC 13350	Streptomyces griseus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces griseus group								Streptomyces griseus subsp. griseus	Streptomyces griseus subgroup					
BGC0001044	sirodesmin PL	5022		Leptosphaeria maculans	Leptosphaeria	Leptosphaeriaceae	Pleosporales	Dothideomycetes	Ascomycota	Opisthokonta	Eukaryota			Pleosporineae	Pleosporomycetidae	Pezizomycotina	Dikarya	Fungi								
BGC0001045	spiruchostatin A	1231908		Pseudomonas sp. Q71576	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0001046	streptolydigin	47763		Streptomyces lydicus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0001047	syringolin A	317		Pseudomonas syringae	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	Pseudomonas syringae group									Pseudomonas syringae group genomosp. 1					
BGC0001048	tallysomycin A	2017		Streptoalloteichus hindustanus	Streptoalloteichus	Pseudonocardiaceae	Pseudonocardiales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0001049	tenellin	176275		Beauveria bassiana	Beauveria	Cordycipitaceae	Hypocreales	Sordariomycetes	Ascomycota	Opisthokonta	Eukaryota				Hypocreomycetidae	Pezizomycotina	Dikarya	Fungi								
BGC0001050	thalassospiramide A	657419		Tistrella bauzanensis	Tistrella	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria		Bacteria															
BGC0001051	thuggacin A	56		Sorangium cellulosum	Sorangium	Polyangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria		Bacteria			Sorangiineae		delta/epsilon subdivisions										
BGC0001052	tirandamycin	529089		Streptomyces sp. 307-9	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0001053	tubulysin A	38		Archangium disciforme	Archangium	Archangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria		Bacteria			Cystobacterineae		delta/epsilon subdivisions										
BGC0001054	xenocoumacin 1	406817	Xenorhabdus nematophila ATCC 19061	Xenorhabdus nematophila	Xenorhabdus	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0001055	yersiniabactin	562		Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0001056	zeamine	1006598	Serratia plymuthica RVH1	Serratia plymuthica	Serratia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0001057	zearalenone	5518		Fusarium graminearum	Fusarium	Nectriaceae	Hypocreales	Sordariomycetes	Ascomycota	Opisthokonta	Eukaryota	Fusarium sambucinum species complex			Hypocreomycetidae	Pezizomycotina	Dikarya	Fungi								
BGC0001058	zorbamycin	66889		Streptomyces pilosus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0001059	zwittermicin A	1396		Bacillus cereus	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	Bacillus cereus group														
BGC0001060	dynemicin A	47854		Micromonospora chersina	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0001061	polyketomycin	42236		Streptomyces diastatochromogenes	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0001062	TLN-05220	704114		Micromonospora echinospora	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria									Micromonospora echinospora subsp. challisensis						
BGC0001063	undecylprodigiosin	100226	Streptomyces coelicolor A3(2)	Streptomyces coelicolor	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces albidoflavus group														
BGC0001064	cylindrocyclophane D	379530	Cylindrospermum licheniforme UTEX B 2014	Cylindrospermum licheniforme	Cylindrospermum	Nostocaceae	Nostocales		Cyanobacteria	Terrabacteria group	Bacteria															
BGC0001065	herboxidiene	42881		Streptomyces chromofuscus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0001066	kendomycin	1935		Streptomyces violaceoruber	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces anthocyanicus group														
BGC0001067	fumagillin	330879	Aspergillus fumigatus Af293	Aspergillus fumigatus	Aspergillus	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Opisthokonta	Eukaryota				Eurotiomycetidae	Pezizomycotina	Dikarya	Fungi	Aspergillus subgen. Fumigati							
BGC0001068	pyripyropene A	12908																								
BGC0001069	chivosazol	56		Sorangium cellulosum	Sorangium	Polyangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria		Bacteria			Sorangiineae		delta/epsilon subdivisions										
BGC0001070	kirromycin	1214242	Streptomyces collinus Tu 365	Streptomyces collinus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0001071	nosperin	414689		Nostoc sp. 'Peltigera membranacea cyanobiont'	Nostoc	Nostocaceae	Nostocales		Cyanobacteria	Terrabacteria group	Bacteria															
BGC0001072	simocyclinone D8	1890		Streptomyces antibioticus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0001073	kosinostatin	1182970		Micromonospora sp. TP-A0468	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0001074	cosmomycin D	358823		Streptomyces olindensis	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0001075	aurachin RE	1833		Rhodococcus erythropolis	Rhodococcus	Nocardiaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Rhodococcus erythropolis group														
BGC0001076	liposidomycin B	722721		Streptomyces sp. SN-1061M	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0001078	furaquinocin B	285219		Streptomyces sp. KO-3988	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0001079	napyradiomycin A80915C	270689		Streptomyces aculeolatus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0001080	endophenazine A	1892		Streptomyces anulatus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces griseus group									Streptomyces anulatus subgroup					
BGC0001082	paxilline	70109		Penicillium paxilli	Penicillium	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Opisthokonta	Eukaryota				Eurotiomycetidae	Pezizomycotina	Dikarya	Fungi								
BGC0001083	merochlorin A	1136432		Streptomyces sp. CNH189	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0001084	notoamide A	877550		Aspergillus sp. MF297-2	Aspergillus	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Opisthokonta	Eukaryota				Eurotiomycetidae	Pezizomycotina	Dikarya	Fungi								
BGC0001085	teleocidin B1	68180		Streptomyces blastmyceticus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0001088	albicidin	29447		Xanthomonas albilineans	Xanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0001089	bacillaene	326423	Bacillus velezensis FZB42	Bacillus velezensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	Bacillus subtilis group									Bacillus amyloliquefaciens group					
BGC0001090	bacillomycin D	326423	Bacillus velezensis FZB42	Bacillus velezensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	Bacillus subtilis group									Bacillus amyloliquefaciens group					
BGC0001091	corallopyronin	184914		Corallococcus coralloides	Corallococcus	Myxococcaceae	Myxococcales	Deltaproteobacteria	Proteobacteria		Bacteria			Cystobacterineae		delta/epsilon subdivisions										
BGC0001093	disorazol A	56		Sorangium cellulosum	Sorangium	Polyangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria		Bacteria			Sorangiineae		delta/epsilon subdivisions										
BGC0001094	enacyloxin IIa	339670	Burkholderia ambifaria AMMD	Burkholderia ambifaria	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	Burkholderia cepacia complex														
BGC0001095	fengycin	326423	Bacillus velezensis FZB42	Bacillus velezensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	Bacillus subtilis group									Bacillus amyloliquefaciens group					
BGC0001098	iturin	1423		Bacillus subtilis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	Bacillus subtilis group														
BGC0001099	kalimantacin A	294		Pseudomonas fluorescens	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	Pseudomonas fluorescens group														
BGC0001100	lankacidin C	1928		Streptomyces rochei	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces rochei group														
BGC0001101	leinamycin	66869		Streptomyces atroolivaceus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces griseus group									Streptomyces atroolivaceus subgroup					
BGC0001102	malleilactone	271848	Burkholderia thailandensis E264	Burkholderia thailandensis	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	pseudomallei group														
BGC0001103	mycosubtilin	703612	Bacillus subtilis subsp. spizizenii ATCC 6633 = JCM 2499	Bacillus spizizenii	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	Bacillus subtilis group														
BGC0001105	onnamide A	77133		uncultured bacterium							Bacteria															
BGC0001106	oxalomycin B	1888		Streptomyces albus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0001108	pederin	77133		uncultured bacterium							Bacteria															
BGC0001109	pederin	12908																								
BGC0001110	psymberin	693111		uncultured bacterium psy1							Bacteria															
BGC0001111	rhizopodin	675526	Stigmatella aurantiaca Sg a15	Stigmatella aurantiaca	Stigmatella	Archangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria		Bacteria			Cystobacterineae		delta/epsilon subdivisions										
BGC0001112	rhizoxin A	412963		Mycetohabitans rhizoxinica	Mycetohabitans	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria															
BGC0001113	spliceostatin	1494466		Burkholderia sp. FERM BP-3421	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria															
BGC0001114	thailanstatin A	57975		Burkholderia thailandensis	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	pseudomallei group														
BGC0001115	thiomarinol	747457		Pseudoalteromonas sp. SANK 73390	Pseudoalteromonas	Pseudoalteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0001116	virginiamycin S1	1961		Streptomyces virginiae	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0001117	himastatin	457427	Streptomyces himastatinicus ATCC 53653	Streptomyces himastatinicus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces violaceusniger group														
BGC0001118	endocrocin	330879	Aspergillus fumigatus Af293	Aspergillus fumigatus	Aspergillus	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Opisthokonta	Eukaryota				Eurotiomycetidae	Pezizomycotina	Dikarya	Fungi	Aspergillus subgen. Fumigati							
BGC0001119	divergolide A	995841		Streptomyces sp. HKI0576	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0001122	dihydroisoflavipucine	341663	Aspergillus terreus NIH2624	Aspergillus terreus	Aspergillus	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Opisthokonta	Eukaryota				Eurotiomycetidae	Pezizomycotina	Dikarya	Fungi	Aspergillus subgen. Circumdati							
BGC0001123	aspirochlorine	510516	Aspergillus oryzae RIB40	Aspergillus oryzae	Aspergillus	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Opisthokonta	Eukaryota				Eurotiomycetidae	Pezizomycotina	Dikarya	Fungi	Aspergillus subgen. Circumdati							
BGC0001125	puwainaphycin A	1382618	Cylindrospermum alatosporum CCALA 988	Cylindrospermum alatosporum	Cylindrospermum	Nostocaceae	Nostocales		Cyanobacteria	Terrabacteria group	Bacteria															
BGC0001126	12-epi-hapalindole J isonitrile	230521	Fischerella ambigua UTEX 1903	Fischerella ambigua	Fischerella	Hapalosiphonaceae	Nostocales		Cyanobacteria	Terrabacteria group	Bacteria															
BGC0001127	jagaricin	55508		Janthinobacterium agaricidamnosum	Janthinobacterium	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria															
BGC0001128	luminmide	243265	Photorhabdus laumondii subsp. laumondii TTO1	Photorhabdus laumondii	Photorhabdus	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria									Photorhabdus laumondii subsp. laumondii						
BGC0001130	fabclavine Ia	290110		Xenorhabdus budapestensis	Xenorhabdus	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0001131	ambactin	351674		Xenorhabdus miraniensis	Xenorhabdus	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0001132	xenotetrapeptide	406817	Xenorhabdus nematophila ATCC 19061	Xenorhabdus nematophila	Xenorhabdus	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0001134	photopyrone A	243265	Photorhabdus laumondii subsp. laumondii TTO1	Photorhabdus laumondii	Photorhabdus	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria									Photorhabdus laumondii subsp. laumondii						
BGC0001135	bicornutin A1	290110		Xenorhabdus budapestensis	Xenorhabdus	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0001136	desmethylbassianin	176275		Beauveria bassiana	Beauveria	Cordycipitaceae	Hypocreales	Sordariomycetes	Ascomycota	Opisthokonta	Eukaryota				Hypocreomycetidae	Pezizomycotina	Dikarya	Fungi								
BGC0001137	marinacarboline A	531310		Marinactinospora thermotolerans	Marinactinospora	Nocardiopsaceae	Streptosporangiales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0001138	a201a	531310		Marinactinospora thermotolerans	Marinactinospora	Nocardiopsaceae	Streptosporangiales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0001140	platensimycin	58346		Streptomyces platensis	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0001141	4-epi-15-epi-brefeldin A	1131482		Penicillium brefeldianum	Penicillium	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Opisthokonta	Eukaryota				Eurotiomycetidae	Pezizomycotina	Dikarya	Fungi								
