bgc_id	compound	tax_id	strain	species	genus	family	order	class	phylum	kingdom	domain	cellular root	subclass	clade	subspecies	suborder	species group	species subgroup	varietas	serotype	subphylum	subkingdom	subfamily	isolate	subgenus	realm	acellular root	tribe	subtribe
BGC0000632	brasilicardin A	455432		Nocardia terpenica	Nocardia	Nocardiaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000633	carotenoid	33903		Streptomyces avermitilis	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000634	carotenoid	1113698		Brevundimonas sp. NBRC 101024	Brevundimonas	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000635	carotenoid	81397		Paracoccus sp. N81106	Paracoccus	Paracoccaceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000636	carotenoid	1703		Brevibacterium linens	Brevibacterium	Brevibacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000637	carotenoid	1718		Corynebacterium glutamicum	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000638	carotenoid	553		Pantoea ananatis	Pantoea	Erwiniaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000639	carotenoid	338904		Enterobacteriaceae bacterium DC260		Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000640	carotenoid	338905		Enterobacteriaceae bacterium DC404		Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000641	carotenoid	338906		Enterobacteriaceae bacterium DC416		Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000642	carotenoid	338907		Enterobacteriaceae bacterium DC413		Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000643	carotenoid	41276		Brevundimonas vesicularis	Brevundimonas	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000644	carotenoid	370437		Dietzia sp. CQ4	Dietzia	Dietziaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000645	carotenoid	866895	Halobacillus halophilus DSM 2266	Halobacillus halophilus	Halobacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000646	β-carotein	77133		uncultured bacterium							Bacteria	cellular organisms																	
BGC0000647	carotenoid	1063		Cereibacter sphaeroides	Cereibacter	Paracoccaceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000648	carotenoid	34		Myxococcus xanthus	Myxococcus	Myxococcaceae	Myxococcales	Myxococcia	Myxococcota	Pseudomonadati	Bacteria	cellular organisms				Cystobacterineae													
BGC0000649	carotenoid	455632	Streptomyces griseus subsp. griseus NBRC 13350	Streptomyces griseus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms			Streptomyces griseus subsp. griseus		Streptomyces griseus group	Streptomyces griseus subgroup											
BGC0000650	carotenoid	356796		Algoriphagus sp. KK10202C	Algoriphagus	Cyclobacteriaceae	Cytophagales	Cytophagia	Bacteroidota	Pseudomonadati	Bacteria	cellular organisms		FCB group															
BGC0000651	KS-505a	67274		Streptomyces argenteolus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms					Streptomyces griseus group												
BGC0000652	napyradiomycin	418855		Streptomyces sp. CNQ-525	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000653	pentalenolactone	29301		Streptomyces arenae	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000654	phenalinolactone A	355249		Streptomyces sp. Tu6071	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000657	2-methylisoborneol	1002505		Pseudanabaena sp. dqh15	Pseudanabaena	Pseudanabaenaceae	Pseudanabaenales	Cyanophyceae	Cyanobacteriota	Bacillati	Bacteria	cellular organisms		Cyanobacteriota/Melainabacteria group															
BGC0000658	2-methylisoborneol	455632	Streptomyces griseus subsp. griseus NBRC 13350	Streptomyces griseus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms			Streptomyces griseus subsp. griseus		Streptomyces griseus group	Streptomyces griseus subgroup											
BGC0000659	2-methylisoborneol	405948	Saccharopolyspora erythraea NRRL 2338	Saccharopolyspora erythraea	Saccharopolyspora	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000660	albaflavenone	100226	Streptomyces coelicolor A3(2)	Streptomyces coelicolor	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms					Streptomyces albidoflavus group												
BGC0000662	grixazone A	455632	Streptomyces griseus subsp. griseus NBRC 13350	Streptomyces griseus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms			Streptomyces griseus subsp. griseus		Streptomyces griseus group	Streptomyces griseus subgroup											
BGC0000663	hopene	100226	Streptomyces coelicolor A3(2)	Streptomyces coelicolor	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms					Streptomyces albidoflavus group												
BGC0000664	isorenieratene	455632	Streptomyces griseus subsp. griseus NBRC 13350	Streptomyces griseus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms			Streptomyces griseus subsp. griseus		Streptomyces griseus group	Streptomyces griseus subgroup											
BGC0000665	xiamycin	995841		Streptomyces sp. HKI0576	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000666	xiamycin A	1194094		Streptomyces sp. SCSIO 02999	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000668	12-epi-hapalindole C isonitrile	1433842	Hapalosiphon welwitschii UTEX B 1830	Hapalosiphon welwitschii	Hapalosiphon	Hapalosiphonaceae	Nostocales	Cyanophyceae	Cyanobacteriota	Bacillati	Bacteria	cellular organisms		Cyanobacteriota/Melainabacteria group															
BGC0000674	(-)-δ-cadinene	1901		Streptomyces clavuligerus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000675	(+)-T-muurolol	1901		Streptomyces clavuligerus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000677	cyclooctatin	67327		Streptomyces melanosporofaciens	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms					Streptomyces violaceusniger group												
BGC0000678	pentalenolactone	227882	Streptomyces avermitilis MA-4680 = NBRC 14893	Streptomyces avermitilis	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000679	diazepinomicin	457406		Micromonospora sp. M42	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000683	avermitilol	227882	Streptomyces avermitilis MA-4680 = NBRC 14893	Streptomyces avermitilis	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000689	2-deoxystreptamine	1877		Micromonospora echinospora	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000690	hydroxystreptomycin	1907		Streptomyces glaucescens	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000692	apramycin	2017		Streptoalloteichus hindustanus	Streptoalloteichus	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000693	butirosin A	1397		Niallia circulans	Niallia	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000694	butirosin	1397		Niallia circulans	Niallia	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000698	hygromycin A	1912		Streptomyces hygroscopicus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms					Streptomyces violaceusniger group												
BGC0000699	hygromycin A	68042		Streptomyces hygroscopicus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms			Streptomyces hygroscopicus subsp. hygroscopicus		Streptomyces violaceusniger group												
BGC0000700	istamycin	29308		Streptomyces tenjimariensis	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000701	jinggangmycin	228732		Streptomyces hygroscopicus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms			Streptomyces hygroscopicus subsp. yingchengensis		Streptomyces violaceusniger group												
BGC0000702	kanamycin	1967		Streptomyces kanamyceticus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000703	kanamycin	1967		Streptomyces kanamyceticus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000704	kanamycin	1967		Streptomyces kanamyceticus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000705	kanamycin	1967		Streptomyces kanamyceticus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000706	kanamycin	1967		Streptomyces kanamyceticus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000707	kasugamycin	1946		Streptomyces kasugaensis	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000708	lividomycin	282216		Streptomyces lividus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000709	neomycin	1319510	Streptomyces fradiae ATCC 10745 = DSM 40063	Streptomyces fradiae	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000711	neomycin	1906		Streptomyces fradiae	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000712	paromomycin	92743		Streptomyces paromomycinus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000713	ribostamycin	80859		Streptomyces ribosidificus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000714	sisomicin	47866		Micromonospora inyonensis	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000715	actinospectacin	68270		Streptomyces spectabilis	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000716	spectinomycin	55404		Streptomyces netropsis	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000719	tobramycin	2017		Streptoalloteichus hindustanus	Streptoalloteichus	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000720	tobramycin	1933		Streptoalloteichus tenebrarius	Streptoalloteichus	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000721	tobramycin	1933		Streptoalloteichus tenebrarius	Streptoalloteichus	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000722	validamycin A	311982		Streptomyces hygroscopicus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms			Streptomyces hygroscopicus subsp. jinggangensis		Streptomyces violaceusniger group												
BGC0000723	validamycin A	264445		Streptomyces hygroscopicus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms			Streptomyces hygroscopicus subsp. limoneus		Streptomyces violaceusniger group												
BGC0000724	streptomycin	455632	Streptomyces griseus subsp. griseus NBRC 13350	Streptomyces griseus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms			Streptomyces griseus subsp. griseus		Streptomyces griseus group	Streptomyces griseus subgroup											
BGC0000725	alginate	208964	Pseudomonas aeruginosa PAO1	Pseudomonas aeruginosa	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms					Pseudomonas aeruginosa group												
BGC0000727	indigoidine	1894		Kitasatospora aureofaciens	Kitasatospora	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000728	capsular polysaccharide	574		Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms			Klebsiella pneumoniae subsp. ozaenae		Klebsiella pneumoniae complex												
BGC0000729	capsular polysaccharide	573		Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms					Klebsiella pneumoniae complex												
BGC0000730	capsular polysaccharide	573		Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms					Klebsiella pneumoniae complex												
BGC0000731	capsular polysaccharide	573		Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms					Klebsiella pneumoniae complex												
BGC0000732	capsular polysaccharide	575		Raoultella planticola	Raoultella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000733	capsular polysaccharide	573		Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms					Klebsiella pneumoniae complex												
BGC0000734	capsular polysaccharide	747		Pasteurella multocida	Pasteurella	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000735	capsular polysaccharide	747		Pasteurella multocida	Pasteurella	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000736	capsular polysaccharide	75985		Mannheimia haemolytica	Mannheimia	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000737	capsular polysaccharide	747		Pasteurella multocida	Pasteurella	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000738	capsular polysaccharide	747		Pasteurella multocida	Pasteurella	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000739	capsular polysaccharide	747		Pasteurella multocida	Pasteurella	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000740	capsular polysaccharide	1311		Streptococcus agalactiae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
